,id,answer,score_me,score_other,score_avg,gpt2_similarity_score
380,2.6,"function prototype describe the class's public interface without revealing   the class's member function implementations,  function definitions show what   implementations are being done",5.0,4.0,4.5,0.9999576077730016
381,2.6,"A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",5.0,5.0,5.0,0.9999426997004643
382,2.6,function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that.  ,5.0,4.0,4.5,0.9999275380159492
383,2.7,the role of a header file list all the functions a class can do while hiding the inner workings of its functions ,5.0,4.0,4.5,0.9998891683227805
384,2.7,The main role of header file is it is used to share information among various files.,3.0,3.0,3.0,0.9999234893727011
385,2.7,Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.,4.0,3.0,3.5,0.9999098805106791
386,2.7,No,0.0,0.0,0.0,0.9996185702948635
387,2.7,"A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",4.0,3.0,3.5,0.9998949964310806
388,2.7,"To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",5.0,4.0,4.5,0.9999059314414286
389,2.7,the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.,5.0,4.0,4.5,0.9998633019692715
390,2.7,Header files declares the class member functions.,3.0,4.0,3.5,0.9999179342224119
391,2.7,A header file allows for the separation of declaration and implementation into separate files. ,5.0,3.0,4.0,0.9999099363501496
392,2.7,the header file has access to the C++ Standard Library and makes certain classes like class string work.,0.0,3.0,1.5,0.999952560353988
393,2.7,â€œInstructâ€ the compiler on how to interface with library and user-written components.,2.0,3.0,2.5,0.9998762574015142
394,2.7,create a comon area to contain reusable functions.,3.0,3.0,3.0,0.9997606744952752
395,2.7,to declare the functions being used in the classes,3.0,3.0,3.0,0.9998703664149483
396,2.7,"#include ""hat.h""  allows the use of the hat container, so called from the act of pulling names from a hat.  The header file for hat includes functions for storage and retrieval of it's contents, mainly put(), peek(), and pull().",0.0,3.0,1.5,0.9999165038323015
397,2.7,To hold reusable content or modules separate from the actual  source-code file that can be easily referenced and employed for different programs.,5.0,3.0,4.0,0.9998894310787576
398,2.7,a header file is a file used to store a list of prototye functions and data members.,5.0,5.0,5.0,0.9999267790336526
399,2.7,"A header file is a cross communication method between source files, to help limit the size of each individual program. Without header files a program will be 1 large lump of code and thus fairly hard to debug and traverse.",3.0,4.0,3.5,0.9998882019710558
400,2.7,It contains reusable source code for use by other classes.,3.0,3.0,3.0,0.99984147615178
401,2.7,"to separate the source code from the main function, allows the methods/classes to be included in the program without direct coding. allows re usability.",4.0,3.0,3.5,0.9998966414017194
402,2.7,Header files have reusable source code in a file that a programer can use. ,3.0,2.0,2.5,0.999921762677261
403,2.7,To hide the definition and details of a class.  Also to help readability of the main C++ file.,4.0,3.0,3.5,0.9999195508016059
404,2.7,To allow the compiler to recognize the classes when used elsewhere.,3.0,4.0,3.5,0.9998957323504123
405,2.7,"A header file declares a class, its data, and functions available through that class.",5.0,3.0,4.0,0.9999572400784009
406,2.7,header files contain code which can be used in multiple files,3.0,3.0,3.0,0.9999317700982632
407,2.7,Allow compiler to recognize the classes when used elsewhere,3.0,3.0,3.0,0.9998824566977343
408,2.7,Allow compiler to recognize the classes when used elsewhere ,3.0,4.0,3.5,0.9998824566977343
409,2.7,To promote function reusuablitly,3.0,3.0,3.0,0.9997866444296333
410,2.7,class definitions are placed here,3.0,3.0,3.0,0.9998985312809819
411,2.7,A header file usually contains class and/or function prototypes.,4.0,5.0,4.5,0.9999146632726249
412,2.7,contains all the standard C++ library's i.e. string ,0.0,2.0,1.0,0.9998784088075474
413,3.1,"It includes the name of the program, the type of parameters it can take. It should also include a brief description of what the function does.",4.0,5.0,4.5,0.9999607570226554
414,3.1,it includes the specific information about the function such as input and output variable types and how many of each.,1.0,5.0,3.0,0.9998702175883253
415,3.1,The function signature includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.9999779624023449
416,3.1,"A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information.",4.0,5.0,4.5,0.9999464342120028
417,3.1,It includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.9999732367975246
418,3.1,"Name, paramaters, scope, and other general function information",4.0,5.0,4.5,0.9998724929371043
419,3.1,It includes a function name and parameter list. Does not include return type. Function signatures must be different.,5.0,5.0,5.0,0.9999336128109639
420,3.1,input parameters and return type,1.0,5.0,3.0,0.9998680317969976
421,3.1,The portion of the function prototyp tha has the function name and the arguments but NOT the return type.,5.0,5.0,5.0,0.9999453741569391
422,3.1,Name of the function and the types of it's arguments,5.0,5.0,5.0,0.999980175951578
423,3.1,The name of the function and the types of its arguments.,5.0,5.0,5.0,0.9999992079246406
424,3.1,Includes the name of the function and the types of its arguments.,5.0,5.0,5.0,0.9999863702365445
425,3.1,"identification of a function and the data types of its parameters, it has the name, and the data type variables ",5.0,5.0,5.0,0.9999626379825002
426,3.1,"a return type, and input parameters",1.0,5.0,3.0,0.9998631081092404
427,3.1,The function signature includes the method name and the input types. ,5.0,5.0,5.0,0.999898753906388
428,3.1,"A function signature includes the name of the function and types of arguments, but not the return type.  ",5.0,5.0,5.0,0.9999487148917409
429,3.1,The signature can include a result type and thrown errors. ,1.0,3.0,2.0,0.999917769894232
430,3.1,"function name, and input paramaters",5.0,5.0,5.0,0.9998884995018483
431,3.1,"The name of the function and the types of its arguments. This includes the number, type, and order the parameters appear in.",5.0,5.0,5.0,0.9999818540544883
432,3.1,the name of the function and the types of its arguments,5.0,5.0,5.0,0.9999656437319903
433,3.1,A function signature includes the name of the function and the types of its arguments,5.0,5.0,5.0,0.9999753649255909
434,3.1,"A function signature includes a function's return type, parameters and semi-colon.",1.0,5.0,3.0,0.9998902693328291
435,3.1,the name of the function and the types of its arguments,5.0,5.0,5.0,0.9999656437319903
436,3.1,the function's name and parameters,5.0,5.0,5.0,0.9999273475740011
437,3.1,The name of the function and the types of its arguments.,5.0,5.0,5.0,0.9999992079246406
438,3.1,The portion of a function prototype that includes the name of the function and the types of its arguments,5.0,5.0,5.0,0.9999181985804549
439,3.1,the name of the function and its parameters,5.0,5.0,5.0,0.9999701152102137
440,3.1,The function name and parameters,5.0,5.0,5.0,0.9999304575930696
441,3.1,name of function and types of arguments,5.0,5.0,5.0,0.9999360176547608
442,3.1,a function's return type and parameter list,1.0,5.0,3.0,0.9998471191100188
443,3.1,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5.0,5.0,5.0,0.9999661395172045
444,3.2,Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.,5.0,5.0,5.0,0.9998090451970832
445,3.2,they can be accessed by any C++ file anywhere.,0.0,5.0,2.5,0.9997887673381995
446,3.2,Global variables have file scope.,5.0,5.0,5.0,0.9999025777528566
447,3.2,The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.,0.0,5.0,2.5,0.9998190756323504
448,3.2,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,5.0,5.0,5.0,0.9998584635394819
449,3.2,Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included,3.0,5.0,4.0,0.9997759877210299
450,3.2,They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,5.0,5.0,5.0,0.9998149347464895
451,3.2,can be accesed by any classes that have and object of that variables class in it,1.0,5.0,3.0,0.9998111367479541
452,3.2,Global variables have file-scope.  The variable is know to all functions throught the file,5.0,5.0,5.0,0.9998351744295505
453,3.2,The entire program,4.0,5.0,4.5,0.9998490677893008
454,3.2,They have file scope when placed outside a function.,5.0,5.0,5.0,0.9998648439334217
455,3.2,File scope.,5.0,5.0,5.0,1.0
456,3.2,They can be used throughout the program,4.0,5.0,4.5,0.999841868489944
457,3.2,Global variable can b accessed by any class wit an object in the variables class,1.0,5.0,3.0,0.9998375691099918
458,3.2,The scope of global variables is at the file level.,5.0,5.0,5.0,0.9998868460795417
459,3.2,Global variables all have file scope.,5.0,5.0,5.0,0.9998873743075277
460,3.2,it is accessible by all functions within a program,4.0,5.0,4.5,0.9998460401341626
461,3.2,"variables accessible anywhere in the program, as long as they are public.",4.0,5.0,4.5,0.9998184954393826
462,3.2,They can be referenced by any function following their declaration or definition inside the source file.,5.0,5.0,5.0,0.9998434664608139
463,3.2,"globally, anywhere in the program.",4.0,5.0,4.5,0.9998653513098085
464,3.2,Global variables have a file scope,5.0,5.0,5.0,0.9998664046186605
465,3.2,The entire program.,4.0,5.0,4.5,0.9998761721164034
466,3.2,throughout the execution of the program,4.0,5.0,4.5,0.9998174487610051
467,3.2,"If a variable is declared global, any function or class can use that variable.",4.0,5.0,4.5,0.9998753658112561
468,3.2,The entire program or file.,5.0,5.0,5.0,0.9999048764402415
469,3.2,throught the programm,4.0,5.0,4.5,0.9996486067663903
470,3.2,the whole code,4.0,5.0,4.5,0.999801923748438
471,3.2,File scope,5.0,5.0,5.0,0.9999465117519756
472,3.2,can be referenced by any function that follows their declarations or definitions in the source file,5.0,5.0,5.0,0.9998296562225804
473,3.2,global variables have program scope (accessible anywhere in program),4.0,5.0,4.5,0.9998904520620367
474,3.2,variables that exist throught the entire script. their values can be changed anytime in the code and fucntions. ,4.0,5.0,4.5,0.999820290323164
475,3.3,It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.,4.0,5.0,4.5,0.999966494382655
476,3.3,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code â€” optimize the called code into the caller.   ",4.0,5.0,4.5,0.9999465242757393
477,3.3,The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.,5.0,5.0,5.0,0.999948864352219
478,3.3,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2.0,4.0,3.0,0.9999431606000441
479,3.3,"Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",5.0,5.0,5.0,0.9999579256299848
480,3.3,You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.,0.0,4.0,2.0,0.9999636544362522
481,3.3,"It expands a small function out... making your code longer, but also makes it run faster.",4.0,4.0,4.0,0.9999510060694294
482,3.3,the function is not treated as a separate unit like other functions,4.0,3.0,3.5,0.9999611301403428
483,3.3,"When the program compiles,it will copy the function inplace, avoiding a function call.",5.0,5.0,5.0,0.9999636700233343
484,3.3,"It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.",5.0,5.0,5.0,0.9999362370449928
485,3.3,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2.0,4.0,3.0,0.9999431606000441
486,3.3,Ignores the inline qualifier and typically does so for all but the smallest functions.,2.0,4.0,3.0,0.9999399171718872
487,3.3,If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.,5.0,4.0,4.5,0.9999651164655903
488,3.3,it treats them as the same function,2.0,2.0,2.0,0.9999490735745359
489,3.3,"Inline functions are copied in place, instead of being referenced.",5.0,5.0,5.0,0.9999216005703859
490,3.3,"For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.",5.0,5.0,5.0,0.9999708379943774
491,3.3,it generates a copy of the function's coding which eliminates calling the function,5.0,5.0,5.0,0.9999511347460204
492,3.3,not answered,0.0,0.0,0.0,0.9995603538385917
493,3.3,It generates a copy of the function's code by by inserting it in the program.,4.0,5.0,4.5,0.9999667449862232
494,3.3,"tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",5.0,5.0,5.0,0.999972349815692
495,3.3,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2.0,2.0,2.0,0.9999431606000441
496,3.3,"Multiple copies of the function code are inserted into the program, making it bigger.",4.0,5.0,4.5,0.9999544394225445
497,3.3,compiler ignores inline qualifier,2.0,3.0,2.5,0.9997046269169434
498,3.3,"It generates a copy of the function, if it is needed again.",2.0,5.0,3.5,0.9999730956560571
499,3.3,"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",5.0,5.0,5.0,0.9999422193012795
500,3.3,Compiler generate a copy of the function's code in place (when appropriate) to avoid a function call,5.0,5.0,5.0,0.9999607952752367
501,3.3,"instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",5.0,5.0,5.0,0.9999785862707152
502,3.3,Expands the function into the program,4.0,4.0,4.0,0.9999476661797895
503,3.3,it generates a copy of the functions code in place to avoid a function call,5.0,5.0,5.0,0.9999643763611941
504,3.3,the function call will be replaced by the code that was defined in the inline function,5.0,5.0,5.0,0.9999694409145031
505,3.3,"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code â€” optimize the called code into the caller. ",4.0,5.0,4.5,0.9999465242757393
506,3.4,Overall the program has better performance (means it is faster) because it does not have to copy large amounts of data.,5.0,5.0,5.0,0.9999659129000914
507,3.4,because you can't change the original and passing by reference limits memory needed for the program.,5.0,4.0,4.5,0.9999486379486382
508,3.4,Passing by reference can eliminate the pass-by-value overhead of copying large amounts of data.,5.0,5.0,5.0,0.9999841578182929
509,3.4,"It is often more efficient to pass references, rather than large objects, to functions. This allows the compiler to pass the address of the object while maintaining the syntax that would have been used to access the object.",5.0,5.0,5.0,0.9999578589868123
510,3.4,"Pass by reference is good for performance reasons, because it can eliminate the pass by value overhead of copying large amounts of data.",5.0,5.0,5.0,0.9999827694758935
511,3.4,You do not alter the original value of the variable that was passed.,3.0,3.0,3.0,0.9999474802768834
512,3.4,Don't have to make copies of stuff.,4.0,5.0,4.5,0.9999780634602302
513,3.4,you do not use unessesary memory space to copy variables between functions,5.0,5.0,5.0,0.9999800967333444
514,3.4,It elimitates the need to copy large amonts of data,5.0,5.0,5.0,0.9999807690973815
515,3.4,The function can change the data stored in a variable passed by reference directly.,3.0,4.0,3.5,0.9999738169802141
516,3.4,Gives called function the ability to access and modify the callerâ€™s argument data.,3.0,4.0,3.5,0.9999675726629325
517,3.4,Gives called function the ability to access and modify the callerâ€™s argument data directly.,3.0,4.0,3.5,0.9999784320689966
518,3.4,It is more efficient and it changes the variable not online inside the function but outside so that the new value can be used elsewhere.,3.0,3.0,3.0,0.9999067027545548
519,3.4,you don't make another copy and waste memory,5.0,5.0,5.0,0.9999674206584794
520,3.4,"Passing by reference eliminates the copying of large amounts of data, typical with pass by value.",5.0,5.0,5.0,0.9999789548350648
521,3.4,"If a function's arguments are large in size, computing time and memory space is not wasted copying down the argument and passing it to the function.  Also pass by reference gives the function called the permission to read edit the argument directly.",5.0,5.0,5.0,0.9999796033894844
522,3.4,"Gives access to the caller data directly, also it allows for modifying the data.",3.0,4.0,3.5,0.9999779945069912
523,3.4,"less overhead overall, and you modify the variable directly.",4.0,3.0,3.5,0.9999922222886178
524,3.4,The original variable being referenced can be modified directly by the called function.  ,3.0,3.0,3.0,0.999974676107612
525,3.4,gives function ability to access and modify the caller's argument data directly,3.0,4.0,3.5,0.9999768525042069
526,3.4,Gives the called function the ability to access and modify the caller's argument data directly.,3.0,3.0,3.0,0.9999575843410736
527,3.4,"Less overhead than passed by value, especially when using large numbers.",4.0,3.0,3.5,0.9999833853958262
528,3.4,"large data items can be passed without copying the entire data point, reducing execution time and the amout of memory space needed ",5.0,5.0,5.0,0.9999835401283047
529,3.4,The data can be modified directly instead of making a copy of the data. Improves execution time with large amounts of data.,4.0,4.0,4.0,0.999976964058736
530,3.4,Functions can directly modify arguments that are passed by reference.,3.0,4.0,3.5,0.9999779595002863
531,3.4,It gives access and modify the caller's argument data directly. It eliminate the pass by value overhead of copying large amounts ofdata,5.0,5.0,5.0,0.9999889465923747
532,3.4,"it takes less memory, thus it would make the program faster",4.0,4.0,4.0,0.9999558892528329
533,3.4,You are able to modify the variable that is referenced directly.,3.0,4.0,3.5,0.9999876324401183
534,3.4,"if you pass by reference, you can modify the value as opposed to passing by value where you cannot change the value",3.0,4.0,3.5,0.9999477138528566
535,3.4,"only the memory address is sent to the function, so no copy of the object sent needs to be made. It makes the function run faster, and saves memory.",5.0,5.0,5.0,0.999875861578711
536,3.4,"Actual arguments are associated with dummy arguments when a function or subroutine is referenced. In a procedure reference, the actual argument list identifies the correspondence between the actual arguments provided in the list and the dummy arguments of the subprogram",3.0,3.0,3.0,0.9999868995579522
537,3.5,"The compiler selects the proper functions to execute based on number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999833177607265
538,3.5,They differentiated by the compiler by the conditions/inputs used for one of the overloaded functions.,4.0,2.0,3.0,0.9999330896189498
539,3.5,"The compiler distinguishes overloaded functions by their signatures. It encodes each function identifier with the number and types of its parameters to generate type-safe linkage, which ensures the proper overloaded function is called.",5.0,5.0,5.0,0.9999600474728013
540,3.5,"Overloaded functions are distinguished by their signatures, Name mangling or name decoration, and type-safe linkage ensures that proper overloaded functions is called and types of the arguments conform to tpes to the parameters.",5.0,5.0,5.0,0.9999412152317442
541,3.5,"The compiler selects proper function to execute based on number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999568057302243
542,3.5,"By the type they are initilized with (int, char, etc.)",2.0,4.0,3.0,0.9999574471081403
543,3.5,"It selects the proper function to execute based on number, types and order of arguments in the function call.",5.0,5.0,5.0,0.999969668275494
544,3.5,overloaded functions must have the same return type but different input parameters,1.0,5.0,3.0,0.9999630675057642
545,3.5,"It examines the names, types, and order of arguments on each function.",5.0,5.0,5.0,0.9999684413342473
546,3.5,unique function signatures,5.0,5.0,5.0,0.9999415071157711
547,3.5,"Is based on number, types, and order of arguments in the function call.",5.0,5.0,5.0,0.9999587501364731
548,3.5,"Compiler selects proper function to execute based on number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999479320134133
549,3.5,not answered,0.0,0.0,0.0,0.9995603538385917
550,3.5,"they have to have same return type, but different input parameters",1.0,5.0,3.0,0.9999540658852228
551,3.5,Overloaded functions are differentiated by their parameters.,4.0,5.0,4.5,0.9999214002458752
552,3.5,"The compiler selects the right function to execute from the number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999772377010511
553,3.5,it creates a set of candidate functions then a set of viable functions,3.0,3.0,3.0,0.9999088228136207
554,3.5,their function signature.,5.0,5.0,5.0,0.9999661782914933
555,3.5,The number and type of its parameters.,5.0,5.0,5.0,0.999960951543936
556,3.5,by their function signature,5.0,5.0,5.0,0.9999750443933186
557,3.5,"They have the same name, just different parameters.",3.0,4.0,3.5,0.9999606039103506
558,3.5,"They are differntiated by number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999758637646221
559,3.5,"it looks at the number, types, and order of arguments in the function call ",5.0,5.0,5.0,0.9999756197722423
560,3.5,The compiler differentiates overloaded functions by their signature.,5.0,5.0,5.0,0.9998257135442653
561,3.5,"By the number, types, and order of their arguments",5.0,5.0,5.0,0.9999440404603963
562,3.5,"Compiler selects proper function to execute based on number, types and order of arguments in the function call.",5.0,5.0,5.0,0.9999479320134133
563,3.5,paremeters,4.0,5.0,4.5,0.9994984484596063
564,3.5,"By the number, and the types and order of the  parameters.",5.0,5.0,5.0,0.999950347043412
565,3.5,by the number and type of arguments,5.0,5.0,5.0,0.9999311770222197
566,3.5,"by their signature (return type, argument list)",3.0,5.0,4.0,0.9999173766590167
567,3.5,overloaded function simply invovles haing a method with the same name within the class. is used to implement a method for subclass which overrides in other words replaces the implementation of the super class. Overloading the concept of providing different meaning to a object based on the context of its presence. Overloading is one type of polymorphism and this is also a feature in programing. ,1.0,5.0,3.0,0.99996082704137
568,3.6,"A base case that is the simplest case for a problem so that the function will lead to it, if this does not happen then it will end up as an infinite loop. And a condition to know when to terminate.   ",5.0,5.0,5.0,0.9999800513526238
569,3.6,badly designed algorithyms. using recursion for a non recursive problem.,2.0,3.0,2.5,0.999965199567402
570,3.6,Infinite recursion can occur when the base case is omitted or the recursion step is written incorrectly so that it never converges on the base case.,5.0,5.0,5.0,0.9999747457402134
571,3.6,"Infinite recursion is an infinite loop if the condition is not met.  Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case causes ""indefinite"" recursion, eventually exhausting memory.  ",5.0,5.0,5.0,0.9999739029874659
572,3.6,Either omitting the base case or writing the recursion step incorrectly so that it does not converge on the base case can cause an infinite recursion. ,5.0,5.0,5.0,0.9999645687821068
573,3.6,Not having a base case that returns a base value.,3.0,5.0,4.0,0.9999629888322494
574,3.6,Incorrect or missing base case. Must reduce to the base case. The function must get simpler each time it is run (converge to the base case).,5.0,5.0,5.0,0.9999651598895338
575,3.6,no base case no change in values.,4.0,5.0,4.5,0.9999010989921989
576,3.6,"If at each recursive call the problem does not diminish or if it does not diminish to a base case, can cause infinite recursion.",5.0,5.0,5.0,0.99997576282116
577,3.6,Omitting the base case or incorrectly calling the recursive step.,5.0,5.0,5.0,0.9999650433313015
578,3.6,The recursive problem cannot be reduced to reach the base case.,4.0,5.0,4.5,0.9999842003057583
579,3.6,"Lack of defining a base case, or writing the recursion step incorrectly so that it does not converge on the base case",5.0,5.0,5.0,0.999987025275606
580,3.6,Not having the proper case to leave the recursion,3.0,5.0,4.0,0.9999541762401633
581,3.6,"no base case, or the recursive calls do not converge to the base case",5.0,5.0,5.0,0.9999790259973171
582,3.6,"No base case, or an incorrectly written recursion step that does not converge on the base case will lead to infinite recursion.",5.0,5.0,5.0,0.9999831368962063
583,3.6,"If the recursion function never reaches or successfully defines the base case it will recurse forever.  This happens many ways, such as the function doesn't progress towards the base case, or the function is coded poorly and doesn't even contain a base case.",5.0,5.0,5.0,0.9999820652876813
584,3.6," not creating a base case, or in the case where the base case will never be met.",5.0,5.0,5.0,0.999967681700574
585,3.6,improper handling of cases such that not all possible values are able to be handled.,2.0,5.0,3.5,0.9999762860150679
586,3.6,There is no base case. The recursion step doesn't reduce the problem during each recursive call.,4.0,5.0,4.5,0.9999819823477291
587,3.6,"no base case, as in a single return that does not include calling the function again.  a static value to end at.",2.0,5.0,3.5,0.9998787517748638
588,3.6,"Either omitting the base case, or writing the recursion step incorrectly so the it does not reach the base case can cause infinite recursion.",5.0,5.0,5.0,0.9999843202874648
589,3.6,omitting the base case or writing the recursive call so that it does not converge upon the base case.,5.0,5.0,5.0,0.9999475236367725
590,3.6,"Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case",5.0,5.0,5.0,0.9999873497722777
591,3.6,Infinite recursion may occur if no base case is defined or if the call is not varied.,4.0,5.0,4.5,0.9999813057501165
592,3.6,"Not having a base case, or building a recursion process that doesn't converge on the base case.",5.0,5.0,5.0,0.9999831340951244
593,3.6,"Either omitting the base case, or writing the recursion step incorerectly ",5.0,5.0,5.0,0.9999841417445071
594,3.6,no base case or if the programmar does not define the base case as the simplest case and it never gets reached,5.0,5.0,5.0,0.9999712396129481
595,3.6,No easily reached base case and no base case at all,5.0,5.0,5.0,0.9999742420613764
596,3.6,function is never allowed to reach the 'base case',5.0,5.0,5.0,0.9999639065022312
597,3.6,"it has no base case, or the base case is never met",5.0,5.0,5.0,0.9999341673297881
598,3.6,recursion refers to situations in which functions call themselves. These types of functions are known as recursive functions. That being said Infinite recursion occurs when the function is designed in such a way as to call it self forever without stopping possible causes,1.0,5.0,3.0,0.999973902266811
599,3.7,"Both involve a controlled repetition structures, and they both have a termination test.  Also both of them can loop forever. ",5.0,5.0,5.0,0.9999824127990322
600,3.7,"As discussed earlier, recursion may be used to process iterative actions. Recursion is used for calculations where the answer can be described in a function that relates to itself.",1.0,3.0,2.0,0.9999824320464449
601,3.7,Both iteration and recursion are based on control statements and involve repetition. They can both also occur indefinitely.,5.0,5.0,5.0,0.9999836059426853
602,3.7,Both are based on a control statement         - Iteration-repetition structure         - Recursion-selection structure        Both involve repetition         -Iteration-explicitly uses repetition structure         -Recursion-repeated function calls        Both involve a termination test         -Iteration-loop-termination test         -Recursion-base case         Both gradually approach termination         -Iteration-modifies counter until loop-termination test fails         -Recursion-produces progressively simpler versions of problem        Both can occur indefinitely         -Iteration-if loop-continuation condition never fails         -Recursion-if recursion step does not simplify the problem,5.0,5.0,5.0,0.9999288612266116
603,3.7,"Iteration and recursion have many similarities: both are based on a control statement, involve repetition, involve a termination test, gradually approach termination and can occur infinitely.",5.0,5.0,5.0,0.9999799547579248
604,3.7,"Both rely on repetition, both have a base case, both can become an infinite loop. Anything recursive can also be solved with iteration.",5.0,5.0,5.0,0.9999823401495183
605,3.7,"Both will repeat (loop) until a condition is met, and exit the loop. Both are capable of entering an infinite loop.",3.0,5.0,4.0,0.9999446473819272
606,3.7,anything you can do iterativly you can do recursively,2.0,4.0,3.0,0.9999688905769613
607,3.7,Both are repetative and both have a end test.,4.0,5.0,4.5,0.9999386548305192
608,3.7,"Incorrectly writing either can result in infinite loops, both perform the same task over and over.",3.0,4.0,3.5,0.9999806346491948
609,3.7,Both are based on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.  ,5.0,5.0,5.0,0.9999726764124071
610,3.7,"Both are based on a control statement, Both involve repetition, Both involve a termination test, Both gradually approach termination, Both can occur infinitely",5.0,5.0,5.0,0.9999783101295966
611,3.7,not answered,0.0,0.0,0.0,0.9995603538385917
612,3.7,anything you can do recursively you can do iteratively,2.0,4.0,3.0,0.9999688905769613
613,3.7,"Many problems can be solved by both iteration and recursion, and either may go into a condition of infinite execution if a termination test is omitted.",2.0,5.0,3.5,0.9999833942408113
614,3.7,"Iteration and recursion both use repetition and perform several simple operations and algorithms successively until they reach a certain limit.  So both involve a termination test to find that limit and both slowly approach that termination limit.  Both are based on a control statement as well.    If coded poorly, both can continue on for forever until the compiler or the computer either locks up, shuts down or halts the operation.",5.0,5.0,5.0,0.9999825759271963
615,3.7,"both based on control statement, involve repetition, and involve a termination test within loops",5.0,5.0,5.0,0.9999758923983653
616,3.7,they are methods of repeating the same task.,1.0,3.0,2.0,0.9999708251714066
617,3.7,Both involve a termination test.   They use a control statement and repition to solve the problem.  They can also result in an infinite loop.,5.0,5.0,5.0,0.9999830131954555
618,3.7,"based on a control statement, involve repetition, involve a termination test.",5.0,5.0,5.0,0.9999634254875076
619,3.7,Both are bases on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.,5.0,5.0,5.0,0.9999741770113494
620,3.7,"both based on a control statement, both involve repitition, both involve a termination test, both gradually approach termination, both can potentially occur infinetly.",5.0,5.0,5.0,0.9999729018677858
621,3.7,"they are both based on a control statement, both involve repetition, both involve a termination case, both graduatlly approach that termination case, and both can occur infinitely",5.0,5.0,5.0,0.9999839451712341
622,3.7,"They both use repetition, a control or test to terminate, and both can infinitely repeat if not defined correctly.",5.0,5.0,5.0,0.9999792024374147
623,3.7,"Both are based on a control statement; both gradually approach termination ending with a termination test; both involve repetition, and can both repeat infinitely if their  termination requirements are not met.",5.0,5.0,5.0,0.9999839576991567
624,3.7,"both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely",5.0,5.0,5.0,0.9999803469202456
625,3.7,they are used to solve the same type of problems. they do a task over and over again until a cirtain conditional statement is reached (its called the base case in recursion).,3.0,4.0,3.5,0.9999819945197089
626,3.7,Based on control statement;  involve repetition; involve a terminal test; both can occur infinitly   ,5.0,5.0,5.0,0.9999645363182048
627,3.7,"repetition, termination test, eventually terminate, occur infinately",5.0,5.0,5.0,0.9999232052475516
628,3.7,both need to have some kind of base case to tell when the loop needs to stop.,3.0,3.0,3.0,0.9999328525446436
