,id,answer,score_me,score_other,score_avg,bert_distance,bert_similarity_score,normalized_bert_score,elmo_similarity_score,normalized_elmo_score,gpt_similarity_score,normalized_gpt_score,gpt2_similarity_score,normalized_gpt2_score
260,2.2,local variables are accessed inside member functions only while data members   can be accessed throughout the class,4,5,4.5,0.0139092803,0.9860907197,0.982251451,0.8293865919,0.8502617767,0.9956332326,0.9500724133,0.9999819001,0.9786581438
261,2.2,"A data member is accessible anywhere in the class, while i local variable in a member function is only accessible in that particular function, and is freed after the function exits.",5,5,5,0.01926529408,0.9807347059,0.9754170591,0.6624044776,0.7037105449,0.9885317673,0.8688775623,0.9999480123,0.9387006183
262,2.2,"a Data member is encapsulated within a class or object,  it is static and can be shared by all instances of that class.  however local variable's are only used from the function or block in which it is declared and not the whole class. other wise they would be called global variables. ",3,5,4,0.02197277546,0.9780272245,0.971962253,0.5726777911,0.6249622521,0.9897027758,0.8822663286,0.9999551497,0.9471164806
263,2.3,A constructor initializes an object or objects of a class.  A function of a class performs a task such as display a line of text or do some kind of mathematical operations.,2,3,2.5,0.02574557066,0.9742544293,0.967148083,0.4157218039,0.4872104135,0.9920445218,0.9090407632,0.9999764937,0.9722834312
264,2.3,"all constructors are functions but not all functions are constructors. Also functions can have nearly infinite purposes, while constructors always create an instance of whichever class you are using. You can change how a constructor does something but not what it does. With functions you can change not only the how but also the what.",2,4,3,0.01769912243,0.9823008776,0.9774155288,0.6140556931,0.661277414,0.9856466862,0.8358908877,0.9999823778,0.9792213889
265,2.3,"Unlike regular functions, constructors are only used to initialize an objectâ€™s data when it is created. Constructors must also be given the same name as the class and cannot return any values. ",5,5,5,0.01346576214,0.9865342379,0.9828173901,0.6446141601,0.6880969389,0.9945261483,0.9374145257,0.9999830277,0.9799877915
266,2.3,"A constructor typically used to intialize data members and allocate resources, for instance memory, files, etc.  Also a constructor cannot return values.  Functions are operations that maybe globally defined.",4,5,4.5,0.01702404022,0.9829759598,0.9782769486,0.5615928769,0.6152336184,0.9925323846,0.9146187601,0.9999824773,0.9793387115
267,2.3,"Constructors cannot return values, so they cannot specify a return type. Normally, constructors are declared public.",3,5,4,0.01168513298,0.988314867,0.9850895121,0.6250098348,0.6708912757,0.9907084598,0.8937648524,0.99998442,0.9816294298
268,2.3,A constructor is a method that starts new instances of a class. (Example: Employee employee1(parameters) starts a new instance of object of type Employee). A function is simply a module w/in a program that completes its single desired task.,2,4,3,0.02354776859,0.9764522314,0.969952527,0.4381851554,0.5069252904,0.9901854484,0.887784983,0.9999880154,0.9858687536
269,2.3,A constructor is called whenever a new object of that class is made.,4,3,3.5,0.01856416464,0.9814358354,0.9763117158,0.5834697485,0.6344337734,0.9935421805,0.9261642958,0.9999849784,0.9822878488
270,2.3,A constructor does not return any date and has no return type.  Functions can return date or not return data can have a return type.,3,5,4,0.01780712605,0.982192874,0.9772777138,0.5650943518,0.6183066748,0.9892814619,0.8774492215,0.9999608552,0.9538438569
271,2.3,"A constructor is automatically called whenever an instance of a class is created, a function must be explicitly called by the user. ",4,4,4,0.01187843084,0.9881215692,0.9848428599,0.6693748236,0.7098280432,0.9978061317,0.97491633,0.9999896788,0.9878301411
272,2.3,"constructors cannot return values, so they cannot specify a return type like functions can.",3,5,4,0.01696676016,0.9830332398,0.9783500391,0.6123296618,0.6597625691,0.9907181828,0.8938760207,0.9999751264,0.9706712327
273,2.3,A constructor is a function used to initialize an object's data when it is created.,4,3,3.5,0.01480931044,0.9851906896,0.9811029927,0.6046769619,0.6530462054,0.9939412091,0.9307266039,0.9999786729,0.9748528971
274,2.3,a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data.,2,3,2.5,0.02858179808,0.9714182019,0.9635289942,0.3515522778,0.4308922675,0.9913652753,0.9012745747,0.9999703294,0.9650149889
275,2.3,A constructor initialized values at the execution of its instantiation. It provides default values.,4,3,3.5,0.02835851908,0.9716414809,0.9638139031,0.2702254653,0.3595160929,0.9898099848,0.8834921073,0.9999741775,0.9695524146
276,2.3,"A constructor sets up the default values of variables when an object is instantiated, whereas a function allows interaction with that object.",4,4,4,0.02035558224,0.9796444178,0.9740258274,0.531986475,0.5892496698,0.9931329256,0.9214850656,0.9999907438,0.9890859145
277,2.3,"A constructor is used to create an object that can be employed in the main function of a program.  This may or may not execute code along with it.  A function is a set of code that executes when called, but does not create a new object.",3,3,3,0.01187688112,0.9881231189,0.9848448373,0.6673189998,0.708023757,0.9930852627,0.9209401104,0.9999698207,0.9644151929
278,2.3,a constructor initializes data members but the functions actually perform tasks. Constructors cant return values either.,3,5,4,0.04607748985,0.9539225101,0.9412041049,0.5529862046,0.6076800045,0.9905517451,0.8919730491,0.9999553195,0.9473166701
279,2.3,"a constructor does not need a type, and it is used to initialize the variables.",3,4,3.5,0.01138550043,0.9886144996,0.9854718499,0.5552820563,0.6096949502,0.9853777903,0.8328164565,0.9999841464,0.981306884
280,2.3,Constructors don't have a return type.,3,5,4,0.02337276936,0.9766272306,0.9701758299,0.6011521816,0.6499526951,0.9893106129,0.8777825203,0.9999694775,0.9640105473
281,2.3,constructor creates the class object into memory where functions perform actions against that object,2,4,3,0.04636657238,0.9536334276,0.9408352292,0.371410042,0.4483203605,0.9895408745,0.8804152247,0.9999766939,0.9725195176
282,2.3,constructors cannot return values,3,5,4,0.06051498652,0.9394850135,0.9227815403,0.3399115801,0.4206758524,0.9815412183,0.7889508777,0.9999405724,0.9299282128
283,2.3,A constructor initializes values and a function usual performs some sort of operation.,2,3,2.5,0.02536439896,0.974635601,0.9676344665,0.4436374903,0.5117105119,0.9918098564,0.906357708,0.999979791,0.9761713527
284,2.3,A constructor is a function used to initialize an object's data when it is created. It's call is made implicitly when the object is created and must be defined with the same name as the class. Constructor also cannot return a value like a function can.,5,5,5,0.01062113047,0.9893788695,0.9864472028,0.7201331258,0.7543758784,0.9928742506,0.9185274966,0.999981336,0.9779930165
285,2.3,A constructor is used to create an instance of a class and has the same name as that class. A function cannot have the same name as a class and computes data.,4,4,4,0.01817023754,0.9818297625,0.9768143755,0.4448215961,0.512749738,0.9924655737,0.9138548751,0.9999513154,0.9425953607
286,2.3,"a constructor is a function that initializes a class instance, a function performs whatever task it is written for",2,4,3,0.01994800568,0.9800519943,0.974545904,0.4581691325,0.5244641536,0.9942027787,0.9337172689,0.9999854819,0.9828814763
287,2.3,"A constructor cannot return values, not even void, but function get a return value.",3,5,4,0.01538163424,0.9846183658,0.9803726949,0.5214238167,0.579979392,0.9916739079,0.9048033359,0.9999581692,0.9506768075
288,2.3,"a constructor cannot return values, its not even void. it is used to initialize an object's data when it is created. whereas, a function is created to do a specific task, and it can return values.",5,5,5,0.008107483387,0.9918925166,0.9896546721,0.6836259365,0.7223354794,0.9914750707,0.9025299246,0.9999663242,0.9602924446
289,2.3,A constructor initializes an object. A function is part of an object.,1,4,2.5,0.02525180578,0.9747481942,0.9677781379,0.5236655474,0.5819468386,0.9932538808,0.9228680117,0.9999644863,0.9581253074
290,2.3,constructors initialize the data that is then used in the calculations of a   function,2,3,2.5,0.04022991657,0.9597700834,0.9486657376,0.3399857283,0.4207409283,0.9911709204,0.8990524119,0.9999768862,0.9727461799
291,2.3,"a constructor is called when the class is created, a function can be called any time.",4,3,3.5,0.01209944487,0.9879005551,0.984560841,0.6706866026,0.7109793211,0.9932324606,0.9226231034,0.9999580331,0.9505162765
292,2.3,"constructor is a special block of statements called when an object is created, either when it is declared statically or constructed on the stack. However a function is a portion of code within a larger program, which performs a specific task and independent to the rest of the code. ",4,4,4,0.01953905821,0.9804609418,0.9750677301,0.5518454313,0.606678809,0.9939891077,0.9312742538,0.9999871162,0.9848085797
293,2.4,The compiler creates a default constructor when we do not define one in our class file,5,5,5,0.02290391922,0.9770960808,0.9707740931,0.6931302547,0.730676909,0.9898555474,0.8840130481,0.9999799496,0.976358292
294,2.4,during compilation,2,5,3.5,0.225274086,0.774725914,0.7125452892,0.206362009,0.3034665679,0.9769250491,0.7361717462,0.9998628328,0.8382644999
295,2.4,When the class does not explicitly include a constructor.,5,5,5,0.01953983307,0.9804601669,0.9750667413,0.5584157109,0.6124451905,0.98263914,0.8015040031,0.9999634775,0.9569358263
296,2.4,When no parameters are set is when a default constructor is used.,3,3,3,0.02019822598,0.979801774,0.9742266174,0.6274214983,0.6730078632,0.9877853521,0.8603433987,0.9999708488,0.9656275092
297,2.4,When a class does not explicitly include a constructor.,5,5,5,0.0193772316,0.9806227684,0.9752742244,0.5618363023,0.6154472598,0.9839767296,0.8167973811,0.9999680725,0.9623538547
298,2.4,When there are no arguments passed.,1,2,1.5,0.05137056112,0.9486294389,0.9344500291,0.2470740378,0.3391973286,0.9822783805,0.7973792475,0.9999377381,0.9265861902
299,2.4,when there is not one already for a specific class,5,5,5,0.04726880789,0.9527311921,0.9396839568,0.1790689379,0.2795129055,0.977214822,0.7394848751,0.9999542074,0.9460053866
300,2.4,When it the programs compiles,2,5,3.5,0.06876957417,0.9312304258,0.912248504,0.2233192623,0.3183490382,0.980313771,0.7749168166,0.9998801518,0.8586854964
301,2.4,when a constructor is not provided by the programmer of the class,5,5,5,0.01927226782,0.9807277322,0.9754081605,0.5392202139,0.5955983339,0.9857742959,0.8373499173,0.999980858,0.9774294622
302,2.4,In any class that does not explicitly include a constructor.,5,5,5,0.02386111021,0.9761388898,0.9695526962,0.5297487974,0.5872857804,0.9798492904,0.7696061612,0.9999749452,0.9704575356
303,2.4,Before the main function of the code.,0,2,1,0.04876977205,0.9512302279,0.9377686933,0.2695914805,0.3589596785,0.9785709816,0.7549905732,0.9999183683,0.9037470459
304,2.4,whenevery you dont specifiy your own,5,5,5,0.1394098997,0.8605901003,0.822109888,0.0965346396,0.2070769855,0.9842292787,0.81968491,0.9999326734,0.9206143925
305,2.4,When non are provided,5,5,5,0.07080489397,0.929195106,0.9096513909,0.2955721915,0.3817615529,0.974553891,0.7090610279,0.9997814504,0.7423054896
306,2.4,C++ will create a default constructor when no other constructor is present.,5,5,5,0.02827638388,0.9717236161,0.9639187094,0.7079184651,0.7436557269,0.9880538798,0.8634136197,0.9999836248,0.9806918429
307,2.4,"When no constructor was specified in the constructor's class, but the class is instantiated in a program.",5,5,5,0.02733886242,0.9726611376,0.9651150076,0.5757369399,0.6276471027,0.992306731,0.912038741,0.9999735956,0.9688662682
308,2.4,"When no constructor exists when one is needed, a parameterless default constructor is declared.",5,5,5,0.0120845437,0.9879154563,0.9845798553,0.6983972788,0.7352994931,0.9958670203,0.9527454329,0.9999784056,0.974537821
309,2.4,"The Compiler creates this automatically for you, unless you specifically create one.",5,5,5,0.02900165319,0.9709983468,0.9629932498,0.4530685246,0.5199876241,0.992406172,0.9131757032,0.9999795293,0.9758626929
310,2.4,In any class that doesn't explicitly include a constructor.,5,5,5,0.0312513113,0.9687486887,0.9601226363,0.5270139575,0.5848855583,0.9818772377,0.7927927666,0.999965669,0.9595198548
311,2.4,when no user-defined constructor exists,5,5,5,0.1014832258,0.8985167742,0.8705051618,0.4911171794,0.5533808845,0.9793090104,0.7634288504,0.9998247482,0.7933584903
312,2.4,"If a class does not explicitly include a constructor, the compiler creates one.",5,5,5,0.0103353858,0.9896646142,0.9868118194,0.7667384744,0.7952788893,0.9905873964,0.8923806691,0.9999794497,0.9757689258
313,2.4,When you do not provide your own constructor.,5,5,5,0.045756042,0.954243958,0.9416142795,0.5337050557,0.5907579758,0.981204126,0.7850967214,0.9999703027,0.9649835261
314,2.4,When a class does not explicitly include a constructor.,5,5,5,0.0193772316,0.9806227684,0.9752742244,0.5618363023,0.6154472598,0.9839767296,0.8167973811,0.9999680725,0.9623538547
315,2.4,C++ creates a default constructor during compilation if one is not provided.,5,5,5,0.01593649387,0.9840635061,0.9796646817,0.7814041376,0.8081501541,0.9888146316,0.872111701,0.9999802643,0.9767294035
316,2.4,when a class does not explicitly include a constructor,5,5,5,0.02558344603,0.974416554,0.9673549577,0.4738483131,0.5382249282,0.9796874793,0.7677560881,0.9999624821,0.9557621271
317,2.4,The compiler will provide one when class does not explictly include a consructor.,5,5,5,0.02163732052,0.9783626795,0.972390301,0.6209262013,0.66730729,0.9891240969,0.8756499838,0.9999673198,0.9614663536
318,2.4,when the programmer does not explicitly include a constructor,5,5,5,0.02119755745,0.9788024426,0.9729514484,0.4882433116,0.5508586451,0.9809685995,0.782403821,0.9999714485,0.9663346272
319,2.4,When one is not explicitly stated.,5,5,5,0.03738284111,0.9626171589,0.9522986688,0.3140577376,0.3979853237,0.9817089352,0.790868474,0.9999422725,0.9319328523
320,2.4,when one is not explicitly included by a class,5,5,5,0.03837502003,0.96162498,0.9510326267,0.273638308,0.3625113616,0.9801379659,0.7729067426,0.9999516841,0.9430301661
321,2.4,When you dont specify any constructors.,5,5,5,0.04736232758,0.9526376724,0.9395646236,0.4756240249,0.539783375,0.9844028974,0.8216699855,0.9999468192,0.9372938989
322,2.4,"at the very beginning when you run a complier, matter a fact in C++ it generates its own default constructor for the class provided if no other constructors have been provided by user",5,5,5,0.01571518183,0.9842848182,0.9799470808,0.5818281174,0.632993002,0.9922849819,0.9117900723,0.9999769613,0.9728347574
323,2.5,Just one per class.,0,0,0,0.0736926198,0.9263073802,0.905966589,0.3812422454,0.4569495572,0.9882808949,0.8660092042,0.9998730507,0.850312517
324,2.5,As many as you want so long as they have different parameters.,5,5,5,0.08877360821,0.9112263918,0.8867229146,0.1701166034,0.2716559224,0.993379306,0.9243020651,0.9998456549,0.8180097679
325,2.5,"There is no limit to the number of constructors in a class because like functions, constructors can be overloaded.",5,5,5,0.07662630081,0.9233736992,0.9022231473,0.3136427701,0.397621129,0.9873715819,0.8556125422,0.9999085857,0.892212218
326,2.5,It depends what type of class is being defined.  Typically you would have a constructor call for each object.,1,2,1.5,0.07657074928,0.9234292507,0.9022940322,0.1950637251,0.2935506711,0.9870161791,0.8515490321,0.9999012719,0.8835884652
327,2.5,"In C++, the constructor can be overloaded in that there can be more than one constructor for a class, each having different parameters.",5,5,5,0.09044152498,0.909558475,0.884594616,0.200009346,0.2978911768,0.9862946193,0.8432990536,0.9998912231,0.8717397778
328,2.5,1,0,0,0,0.2453998923,0.7546001077,0.6868643158,0.06196600571,0.1767379525,0.9749136293,0.7131741087,0.9998079124,0.7735071179
329,2.5,any number you want,5,5,5,0.1273402572,0.8726597428,0.8375110185,0.2579087019,0.3487063313,0.9924418474,0.9135835997,0.9998847618,0.8641212626
330,2.5,One,0,0,0,0.2502527833,0.7497472167,0.6806719196,0.08479077369,0.1967700252,0.980687516,0.7791900424,0.9993966535,0.2885867055
331,2.5,"by default just one, but they may be overloaded to create as many constructors as necessary",5,5,5,0.09335815907,0.9066418409,0.8808729264,0.006032732781,0.1276483234,0.9845816434,0.8237136841,0.999889866,0.8701396841
332,2.5,as many as you want,5,5,5,0.14085114,0.85914886,0.8202708335,-0.03554691747,0.09115609799,0.9913499796,0.9010996907,0.9997852453,0.7467801387
333,2.5,"As many as you want, with different parameters.",5,5,5,0.0837803483,0.9162196517,0.8930944246,0.2762208581,0.3647779271,0.9928664235,0.9184380052,0.9998971664,0.8787475839
334,2.5,infinite,5,5,5,0.1461694837,0.8538305163,0.8134845094,0.1439295411,0.2486729446,0.9125379841,0,0.9995382818,0.4555824392
335,2.5,as many as you need,5,5,5,0.1410861015,0.8589138985,0.8199710174,-0.01332479715,0.1106592593,0.9889615692,0.8737917174,0.9997860115,0.7476835402
336,2.5,"As many as are needed, depending on how many variables one wishes to directly modify or leave as default when instantiating an object.",5,5,5,0.08576494455,0.9142350554,0.8905620359,0.10669332,0.2159927135,0.9837725049,0.8144623703,0.9999053564,0.8884045229
337,2.5,"A very large amount of constructors can be created for any given class through overloading.  When two constructors with a different type or number of parameters are created, they are said to be overloaded, and C++ can recognize which constructor to use based on the type of the variables that are passed/returned.",5,5,5,0.07387441397,0.926125586,0.9057346156,0.3064939082,0.3913469569,0.9818862522,0.7928958341,0.9999069443,0.8902768758
338,2.5,It depends on the number of objects. Each object should have a constructor.,1,4,2.5,0.0640566349,0.9359433651,0.9182623187,0.3326088786,0.4142666636,0.9926404127,0.9158539029,0.9999474257,0.9380090466
339,2.5,"Theoretically unlimited, as long as they are defined by the programmer.",5,5,5,0.06829589605,0.9317041039,0.9128529277,0.3263524473,0.4087757299,0.9877434283,0.8598640608,0.9999115963,0.8957620697
340,2.5,As many as needed.,5,5,5,0.0897872448,0.9102127552,0.8854294919,0.3349553049,0.4163259959,0.9975120518,0.9715539574,0.9998761748,0.8539962318
341,2.5,as many as wanted/needed,5,5,5,0.1895214915,0.8104785085,0.7581663897,-0.02171537839,0.1032952968,0.9907587426,0.8943397618,0.9998831043,0.8621667894
342,2.5,several,4,5,4.5,0.3002825975,0.6997174025,0.6168327714,0.01116942056,0.1321565184,0.980687516,0.7791900424,0.9995382818,0.4555824392
343,2.5,One,0,0,0,0.2502527833,0.7497472167,0.6806719196,0.08479077369,0.1967700252,0.980687516,0.7791900424,0.9993966535,0.2885867055
344,2.5,one,0,0,0,0.1609125137,0.8390874863,0.7946720774,0.3139761984,0.3979137612,0.9622906414,0.5688487375,0.9996891447,0.6334666643
345,2.5,There can be infinite constructors as long as the signature is different.,5,5,5,0.08054471016,0.9194552898,0.8972231703,0.2263509929,0.3210098253,0.9906763925,0.8933982094,0.9998891909,0.8693436335
346,2.5,that depends on the number of data members in the class,0,3,1.5,0.1098970175,0.8901029825,0.8597689777,0.2243277878,0.3192341668,0.9893162541,0.8778470196,0.999915992,0.9009451059
347,2.5,one,0,0,0,0.1609125137,0.8390874863,0.7946720774,0.3139761984,0.3979137612,0.9622906414,0.5688487375,0.9996891447,0.6334666643
348,2.5,you can overload constructors as you need,5,5,5,0.1591982245,0.8408017755,0.7968595483,-0.03948644176,0.08769858914,0.9890666072,0.8749926736,0.9998848554,0.8642316117
349,2.5,As many as the programmer wants to create.,5,5,5,0.08138948679,0.9186105132,0.8961452167,0.2496896088,0.3414928748,0.9953510601,0.9468461835,0.9999090165,0.8927201911
350,2.5,one,0,0,0,0.1609125137,0.8390874863,0.7946720774,0.3139761984,0.3979137612,0.9622906414,0.5688487375,0.9996891447,0.6334666643
351,2.5,"as many as you want, as long as they each have a unique argument list",5,5,5,0.09776246548,0.9022375345,0.8752529341,0.001706588781,0.1238514992,0.9868532038,0.8496856481,0.9997989102,0.7628925678
352,2.5,as many as the user decides to use.,5,5,5,0.07841342688,0.9215865731,0.8999427349,0.235553503,0.3290863741,0.992522787,0.9145090251,0.9998860127,0.8655962325
353,2.6,A function definition does not require any additional information that needs to be passed inside its parenthesis  to execute. While a definition prototype requires more than one parameters to be passed in order to complete its  task.,5,3,4,0.02948474884,0.9705152512,0.9623768091,0.4658909738,0.5312411989,0.9852144233,0.8309485944,0.9999475345,0.9381373024
354,2.6,"The FUNCTION PROTOTYPE is where the programmer declares that he/she is using a function other than main( ). This is like declaring a variable, the programmer knows that he/she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the #includes and before main( ). The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main( ) and any other functions. A function is its own entity and should be thought of as such.",1,4,2.5,0.01381111145,0.9861888885,0.9823767166,0.5919765234,0.6418997128,0.984158739,0.8188783909,0.9999442792,0.9342989233
355,2.6,"A function prototype tells the compiler the function name, return type and the number and type of parameters without revealing the implementations contained in the function definition.",5,5,5,0.006861388683,0.9931386113,0.9912447164,0.8232421279,0.8448691107,0.9939820356,0.9311933945,0.9999772441,0.9731682815
356,2.6,Function prototype is a declaration.  Function definitions (w/multiple parameters) often require more than one piece of information. to perform their tasks.,3,3,3,0.02058231831,0.9794176817,0.9737365071,0.6365066767,0.6809814362,0.9909348441,0.8963532243,0.9999388847,0.9279382553
357,2.6,"A function prototype is a declaration of a function that tells the compiler the function's name, its return type and the types of its parameters.",5,5,5,0.0078125,0.9921875,0.9900310774,0.8014481664,0.8257417214,0.9901408391,0.8872749405,0.9999760424,0.9717512867
358,2.6,A prototype shows only return types and necessary parameters. The definition includes names for those parameters and defines what the object is actually capable of doing.,5,4,4.5,0.02443099022,0.9755690098,0.9688255167,0.5767945051,0.6285752709,0.985551893,0.8348070659,0.999947084,0.9376061113
359,2.6,prototype only tells the user what data types go into a function and what type is returned.,5,4,4.5,0.02506917715,0.9749308228,0.968011176,0.5238316059,0.5820925793,0.9862311992,0.8425739367,0.9999346751,0.9229746663
360,2.6,Function prototype is located in the .h file and only contains the access function name and paramater type.  Function definition contains the code for the function to perform its activity.,4,5,4.5,0.01176005602,0.988239944,0.9849939087,0.7864220142,0.8125540749,0.9857875644,0.8375016235,0.9999620883,0.9552978959
361,2.6,"a function prototype is used to reference the compiler to a function that will be defined later on, a function definition is the actual function itself, complete with return type, parameters, etc...",4,4,4,0.01030063629,0.9896993637,0.9868561605,0.7098687887,0.7453674211,0.9893438945,0.8781630472,0.9999598135,0.9526155836
362,2.6,A function prototype describes a class's public interface without revealing the class's member function implementations,5,4,4.5,0.02694576979,0.9730542302,0.9656166024,0.5098366141,0.5698099268,0.984207702,0.8194382118,0.9999452076,0.9353936326
363,2.6,"Function definitions are just that, the definition. The prototype is what the compiler uses to check that calls to function are correct.",1,3,2,0.02253574133,0.9774642587,0.9712438962,0.6195032597,0.6660584505,0.9868317345,0.8494401789,0.9999427918,0.9325451596
364,2.6,a prototype does not include any actual code where the function has all the code that is executed in the program.,3,3,3,0.02600455284,0.9739954472,0.9668176161,0.5275330544,0.5853411418,0.9803882542,0.7757684219,0.9999451488,0.9353242309
365,2.6,a prototype declares what will be used in the program and the definition,3,3,3,0.03254652023,0.9674534798,0.9584699212,0.3505547941,0.4300168296,0.9819177949,0.7932564795,0.9999000477,0.8821449913
366,2.6,"A function prototype lays out the name, return type, and the number and types of parameters the function expects to receive in a certain order.  The details for function prototypes are in the function definition.",5,5,5,0.006419599056,0.9935804009,0.9918084497,0.8216893077,0.8435062838,0.9931214778,0.9213541769,0.9999626742,0.9559887132
367,2.6,"A function definition is the code that defines the function placed in the {} brackets that determines that function's operation.  A function prototype shows the function's public interface without exposing implementation.  It shows name, return type and type of paramaters.",5,5,5,0.01299887896,0.987001121,0.9834131432,0.7873935103,0.8134067048,0.9935266135,0.9259863105,0.9999778883,0.973927831
368,2.6,"A function prototype is just a declaration of the function existing, and cant be used as an actual function. A function has to be created with a definition within to tell the compiler what the function does.",3,4,3.5,0.01303809881,0.9869619012,0.9833630979,0.7068946362,0.7427571672,0.9925476082,0.9147928186,0.9999666225,0.9606441814
369,2.6,the Prototype creates a framework to call the function definition. While a function definition is where the function is actually programmed out and created into a final product.,5,4,4.5,0.01485174894,0.9851482511,0.9810488403,0.6920868158,0.7297611387,0.9830639225,0.8063607694,0.9999605301,0.9534605844
370,2.6,A function prototype describes the class's public interface without providing how the function works. A function definition contains the inner workings of the function.,5,4,4.5,0.008425295353,0.9915747046,0.9892491369,0.7464179397,0.7774446475,0.9865334979,0.8460302795,0.9999671137,0.9612233515
371,2.6,"prototype states all functions in that class before compilation, where the definition actually holds the source for the functions",3,4,3.5,0.0346493721,0.9653506279,0.9557866357,0.5103371143,0.5702491889,0.9869058184,0.8502872194,0.9999397053,0.9289057459
372,2.6,"Function prototypes tell the compiler the function names, its return type, and the types of its parameters where as, function definitions actually implement the member functions.",5,5,5,0.009308993816,0.9906910062,0.9881215182,0.8083181977,0.8317711789,0.9942052594,0.9337456321,0.9999580573,0.9505449004
373,2.6,A function prototype just specifies parameters.  A function definition includes parameters and a code body.,4,4,4,0.02329087257,0.9767091274,0.970280332,0.7432745099,0.7746858281,0.9833200545,0.8092892628,0.9999493902,0.9403253074
374,2.6,Function prototypes describe the class's public interface,5,4,4.5,0.03899282217,0.9610071778,0.9502442974,0.4037329555,0.4766884452,0.9819559531,0.7936927618,0.9999347806,0.9230989712
375,2.6,"A prototype only declares name, return type, and input type. A definition also defines the scope, variables, process, and return function ",4,5,4.5,0.01380121708,0.9861987829,0.9823893421,0.6597131491,0.7013485104,0.9926436224,0.9158906014,0.9999491579,0.9400514374
376,2.6,"a function prototype simply declares the functions parameters, the function definition includes any necessary variables and the function's actual code",4,4,4,0.02283596992,0.9771640301,0.9708607979,0.7509005666,0.7813788084,0.9942910293,0.9347262849,0.9999644069,0.9580316884
377,2.6,"A functgion prototype is a declaration of a function , while function definition specifies what a function does",3,4,3.5,0.02617353201,0.973826468,0.9666019949,0.6525186896,0.6950343199,0.9889059012,0.8731552361,0.9999444606,0.9345128596
378,2.6,"in a function prototype you include the return type, the name of the function, and its parameters if any are needed.  in a function definition you write the code of what the function will do. ",5,5,5,0.009563565254,0.9904364347,0.9877966794,0.8299859166,0.8507877718,0.9870396565,0.8518174617,0.9999527749,0.9443162765
379,2.6,"A function definition contains all the code for a function to work. A function prototype just shows the output, input and function name.",5,4,4.5,0.0151796937,0.9848203063,0.9806303755,0.7687392235,0.7970348393,0.9875999551,0.8582236558,0.9999572543,0.9495980737
380,2.6,"function prototype describe the class's public interface without revealing   the class's member function implementations,  function definitions show what   implementations are being done",5,4,4.5,0.02192389965,0.9780761003,0.9720246196,0.5748354793,0.6268559391,0.9900211234,0.8859061677,0.9999576078,0.9500148043
381,2.6,"A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",5,5,5,0.009856939316,0.9901430607,0.9874223277,0.7344935536,0.7669792545,0.9963581258,0.9583605047,0.9999426997,0.9324365127
382,2.6,function prototype describes a classes interface without reviling whatever is inside as for the function definition can't do that.,5,4,4.5,0.02234524488,0.9776547551,0.9714869738,0.5848593116,0.6356533183,0.982928651,0.8048141378,0.999927538,0.9145591842
383,2.7,the role of a header file list all the functions a class can do while hiding the inner workings of its functions,5,4,4.5,0.03103035688,0.9689696431,0.960404579,0.2626920938,0.3529044574,0.9895769782,0.8808280179,0.9998891683,0.8693170075
384,2.7,The main role of header file is it is used to share information among various files.,3,3,3,0.02932864428,0.9706713557,0.9625760019,0.2185799479,0.3141895966,0.9907921148,0.8947213244,0.9999234894,0.9097853792
385,2.7,Header files separate files in which classes are defined and allow the compiler to recognize classes when used elsewhere.,4,3,3.5,0.02626562119,0.9737343788,0.9664844871,0.368396163,0.4456752407,0.98901977,0.874457158,0.9999098805,0.8937390028
386,2.7,No,0,0,0,0.333196342,0.666803658,0.5748341062,-0.1394111961,0,0.9674851859,0.6282407418,0.9996185703,0.5502515479
387,2.7,"A header file consists of ""reusable"" source code such as a class in a file that by convention has a .h filename extension. This differs from .cpp files that contain ""source-code.""",4,3,3.5,0.03710383177,0.9628961682,0.9526546909,0.3305618465,0.4124700935,0.98607892,0.8408328478,0.9998949964,0.8761890017
388,2.7,"To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",5,4,4.5,0.02098709345,0.9790129066,0.9732200051,0.5606195331,0.6143793668,0.9901188167,0.8870231475,0.9999059314,0.8890826067
389,2.7,the header file shows the user what types go into and come out of a function but does not allow a user to manipulate the actual code for the function.,5,4,4.5,0.02914834023,0.9708516598,0.9628060739,0.3976095021,0.4713142192,0.986601267,0.8468051199,0.999863302,0.8388176723
390,2.7,Header files declares the class member functions.,3,4,3.5,0.04773432016,0.9522656798,0.9390899528,0.6223580837,0.6685639762,0.9906402416,0.8929848768,0.9999179342,0.9032352333
391,2.7,A header file allows for the separation of declaration and implementation into separate files.,5,3,4,0.02837276459,0.9716272354,0.9637957255,0.2921887338,0.3787920738,0.9887291557,0.8711344099,0.9999099364,0.8938048438
